crossID,Order_1,Year,plotNo,Region,plotNo_Numeric,date,GrowDays,Pain2Plant,femaPar,femaParLoc,malePar,maleParLoc,Crosses,crossID,PlantingDens,development,line,position,block,PhotoScore,wetWgtPlot,lengthPlot,wetWgtPerM,percDryWgt,dryWgtPerM,densityBlades
Check,590,2020,Z3-B,GOM,C3-B,6_9_2020,185,,SL-OI-1S_TB,OI,SL-ME-MG1,ME,SL-OI-1S_TBxSL-ME-MG1,Check,NA,NA,1,NA,3,3,2.09,1.06,1.97,10.99,0.216209429,90
Check,591,2020,Z3-C,GOM,C3-C,6_9_2020,185,,SL-OI-1S_TB,OI,SL-ME-MG1,ME,SL-OI-1S_TBxSL-ME-MG1,Check,NA,NA,1,NA,6,3,3.51,1.08,3.25,13.57,0.441624815,130
Check,592,2020,Z3-D,GOM,C3-D,6_9_2020,185,,SL-OI-1S_TB,OI,SL-ME-MG1,ME,SL-OI-1S_TBxSL-ME-MG1,Check,NA,NA,2,NA,7,3,3.9,0.992,3.93,11.77,0.462943058,130
Check,593,2020,Z3-E,GOM,C3-E,6_9_2020,185,,SL-OI-1S_TB,OI,SL-ME-MG1,ME,SL-OI-1S_TBxSL-ME-MG1,Check,NA,NA,3,NA,2,3,2.25,1.02,2.2,11.39,0.251174836,20
Check,594,2020,Z3-F,GOM,C3-F,6_9_2020,185,,SL-OI-1S_TB,OI,SL-ME-MG1,ME,SL-OI-1S_TBxSL-ME-MG1,Check,NA,NA,3,NA,4,3,1.05,0.98,1.07,8.37,0.089811911,70
Check,595,2020,Z3-G,GOM,C3-G,6_9_2020,185,,SL-OI-1S_TB,OI,SL-ME-MG1,ME,SL-OI-1S_TBxSL-ME-MG1,Check,NA,NA,3,NA,9,1,0.32,1.01,0.32,11.75,0.037153025,60
Check,596,2020,Z3-H,GOM,C3-H,6_9_2020,185,,SL-OI-1S_TB,OI,SL-ME-MG1,ME,SL-OI-1S_TBxSL-ME-MG1,Check,NA,NA,4,NA,8,2,1.73,0.99,1.75,13.79,0.241059201,60
Check,597,2020,Z3-I,GOM,C3-I,6_9_2020,185,,SL-OI-1S_TB,OI,SL-ME-MG1,ME,SL-OI-1S_TBxSL-ME-MG1,Check,NA,NA,4,NA,10,2,1.37,0.94,1.46,14.71,0.215019677,80
Check,598,2020,Z3-J,GOM,C3-J,6_9_2020,185,,SL-OI-1S_TB,OI,SL-ME-MG1,ME,SL-OI-1S_TBxSL-ME-MG1,Check,NA,NA,5,NA,5,3,1.83,1,1.83,12.41,0.227034897,70
Check,599,2020,Z3-K,GOM,C3-K,6_9_2020,185,,SL-OI-1S_TB,OI,SL-ME-MG1,ME,SL-OI-1S_TBxSL-ME-MG1,Check,NA,NA,5,NA,11,3,3.04,0.87,3.49,9.52,0.332689925,130
Check,600,2020,Z4-A,GOM,C4-A,6_9_2020,185,,SL-NL-7-FG3,NL,SL-OI-15-MG3,OI,SL-NL-7-FG3xSL-OI-15-MG3,Check,NA,NA,1,NA,5,1,0.25,1.01,0.25,11.62,0.028674926,10
Check,601,2020,Z4-B,GOM,C4-B,6_9_2020,185,,SL-NL-7-FG3,NL,SL-OI-15-MG3,OI,SL-NL-7-FG3xSL-OI-15-MG3,Check,NA,NA,1,NA,10,1,0.08,0.9775,0.08,15.67,0.01307884,0
Check,602,2020,Z4-C,GOM,C4-C,6_9_2020,185,,SL-NL-7-FG3,NL,SL-OI-15-MG3,OI,SL-NL-7-FG3xSL-OI-15-MG3,Check,NA,NA,1,NA,11,0,0.02,1.02,0.02,7.14,0.001302521,0
Check,603,2020,Z4-D,GOM,C4-D,6_9_2020,185,,SL-NL-7-FG3,NL,SL-OI-15-MG3,OI,SL-NL-7-FG3xSL-OI-15-MG3,Check,NA,NA,2,NA,3,2,0.91,1.04,0.87,16.34,0.142536546,60
Check,604,2020,Z4-E,GOM,C4-E,6_9_2020,185,,SL-NL-7-FG3,NL,SL-OI-15-MG3,OI,SL-NL-7-FG3xSL-OI-15-MG3,Check,NA,NA,2,NA,4,2,0.19,0.9625,NA,NA,NA,70
Check,605,2020,Z4-F,GOM,C4-F,6_9_2020,185,,SL-NL-7-FG3,NL,SL-OI-15-MG3,OI,SL-NL-7-FG3xSL-OI-15-MG3,Check,NA,NA,2,NA,6,2,0.6,1.015,0.59,12.48,0.073658425,70
Check,606,2020,Z4-G,GOM,C4-G,6_9_2020,185,,SL-NL-7-FG3,NL,SL-OI-15-MG3,OI,SL-NL-7-FG3xSL-OI-15-MG3,Check,NA,NA,3,NA,8,2,0.6,1.07,0.56,11.37,0.063229542,100
Check,607,2020,Z4-H,GOM,C4-H,6_9_2020,185,,SL-NL-7-FG3,NL,SL-OI-15-MG3,OI,SL-NL-7-FG3xSL-OI-15-MG3,Check,NA,NA,4,NA,1,2,0.57,1.058,0.53,13.06,0.069875947,30
Check,608,2020,Z4-I,GOM,C4-I,6_9_2020,185,,SL-NL-7-FG3,NL,SL-OI-15-MG3,OI,SL-NL-7-FG3xSL-OI-15-MG3,Check,NA,NA,4,NA,2,2,0.67,1.01,0.66,12.05,0.079846029,20
Check,609,2020,Z4-J,GOM,C4-J,6_9_2020,185,,SL-NL-7-FG3,NL,SL-OI-15-MG3,OI,SL-NL-7-FG3xSL-OI-15-MG3,Check,NA,NA,5,NA,7,1,0.1,1.04,0.09,10.83,0.01012203,10
Check,610,2020,Z4-K,GOM,C4-K,6_9_2020,185,,SL-NL-7-FG3,NL,SL-OI-15-MG3,OI,SL-NL-7-FG3xSL-OI-15-MG3,Check,NA,NA,5,NA,9,1,0.05,0.96,NA,NA,NA,0
Check,611,2020,Z5-A,SNE,C5-A,5_26_2020,174,,LIS-F1-3,Missing,SL-CT1-MG2,CT,LIS-F1-3xSL-CT1-MG2,Check,NA,NA,1,NA,3,1,0.02,0.93,NA,NA,NA,10
Check,612,2020,Z5-B,SNE,C5-B,5_26_2020,174,,LIS-F1-4,Missing,SL-CT1-MG2,CT,LIS-F1-4xSL-CT1-MG2,Check,NA,NA,2,NA,1,1,0.02,1,NA,NA,NA,0
Check,613,2020,Z5-C,SNE,C5-C,5_26_2020,174,,LIS-F1-5,Missing,SL-CT1-MG2,CT,LIS-F1-5xSL-CT1-MG2,Check,NA,NA,3,NA,2,1,0.03,0.98,NA,NA,NA,0
Check,614,2020,Z5-D,SNE,C5-D,5_26_2020,174,,LIS-F1-6,Missing,SL-CT1-MG2,CT,LIS-F1-6xSL-CT1-MG2,Check,NA,NA,4,NA,2,2,0.11,1.03,NA,NA,NA,0
Check,615,2020,Z5-E,SNE,C5-E,5_26_2020,174,,LIS-F1-7,Missing,SL-CT1-MG2,CT,LIS-F1-7xSL-CT1-MG2,Check,NA,NA,4,NA,3,2,0.47,0.9,0.52,12.41,0.064411169,20
Check,616,2020,Z5-F,SNE,C5-F,5_26_2020,174,,LIS-F1-8,Missing,SL-CT1-MG2,CT,LIS-F1-8xSL-CT1-MG2,Check,NA,NA,5,NA,1,0,0.02,0.985,NA,NA,NA,0
