crossID,Order_1,Year,plotNo,Region,plotNo_Numeric,date,GrowDays,Pain2Plant,femaPar,femaParLoc,malePar,maleParLoc,Crosses,crossID,PlantingDens,development,line,position,block,PhotoScore,wetWgtPlot,lengthPlot,wetWgtPerM,percDryWgt,dryWgtPerM,densityBlades
SL18-UCONN-200,198,2019,200,GOM,200,5_31_2019,122,,SL18-SF-18-FG1,SF,SL18-LL-9-MG3,LL,SL18-SF-18-FG1xSL18-LL-9-MG3,SL18-UCONN-200,1,1,4,TBD,7,0,0.07,1,NA,NA,NA,0
SL18-UCONN-201,199,2019,201,GOM,201,5_30_2019,122,,SL18-SF-18-FG2,SF,SL18-SF-13-MG1,SF,SL18-SF-18-FG2xSL18-SF-13-MG1,SL18-UCONN-201,1,1,3,TBD,2,1,0.2,0.69,0.289855072,12.33,0.02,0
SL19-UCONN-S1,200,2020,S1,GOM,1,6_9_2020,185,,SL18-OI-15-FG3,OI,SA18-CB-4-MG1,CB,SL18-OI-15-FG3xSA18-CB-4-MG1,SL19-UCONN-S1,1,1,1,NA,1,1,0.2,0.84,0.24,8.92,0.021364591,10
SL19-UCONN-S10,201,2020,S10,GOM,10,6_9_2020,185,,SL18-OI-11-FG3,OI,SL18-CC-1-MG3,CC,SL18-OI-11-FG3xSL18-CC-1-MG3,SL19-UCONN-S10,3,1,1,NA,2,3,7.98,0.895,8.92,11.56,1.031543485,150
SL19-UCONN-S100,202,2020,S100,GOM,100,6_9_2020,185,,SL18-JS-9-FG2,JS,SL18-LD-9-MG1,LD,SL18-JS-9-FG2xSL18-LD-9-MG1,SL19-UCONN-S100,1,1,2,NA,8,1,0.33,0.96,0.35,12.68,0.043959167,40
SL19-UCONN-S101,203,2020,S101,GOM,101,6_9_2020,185,,SL18-JS-16-FG3,JS,SL18-NC-10-MG3,NC,SL18-JS-16-FG3xSL18-NC-10-MG3,SL19-UCONN-S101,3,1,2,NA,8,2,1.59,1.04,1.53,9.56,0.145898646,60
SL19-UCONN-S102,204,2020,S102,GOM,102,6_9_2020,185,,SL18-NC-12-FG3,NC,SL18-OI-15-MG3,OI,SL18-NC-12-FG3xSL18-OI-15-MG3,SL19-UCONN-S102,3,1,2,NA,9,1,0.5,1,0.5,9.32,0.046618112,80
SL19-UCONN-S103,205,2020,S103,GOM,103,6_9_2020,185,,SL18-CC-7-FG2,CC,SL18-JS-9-MG3,JS,SL18-CC-7-FG2xSL18-JS-9-MG3,SL19-UCONN-S103,2,1,2,NA,9,1,0.4,1.02,0.39,10.51,0.041066051,110
SL19-UCONN-S104,206,2020,S104,GOM,104,6_9_2020,185,,SL18-OI-5-FG5,OI,SA18-CB-7-MG3,CB,SL18-OI-5-FG5xSA18-CB-7-MG3,SL19-UCONN-S104,3,1,2,NA,9,2,0.52,0.95,0.55,16.92,0.09321362,80
SL19-UCONN-S105,207,2020,S105,GOM,105,6_9_2020,185,,SL18-JS-11-FG4,JS,SL18-NC-12-MG3,NC,SL18-JS-11-FG4xSL18-NC-12-MG3,SL19-UCONN-S105,2,1,2,NA,9,0,0.04,0.953,NA,NA,NA,0
SL19-UCONN-S106,208,2020,S106,GOM,106,6_9_2020,185,,SL18-LL-9-FG2,LL,SA18-CB-4-MG3,CB,SL18-LL-9-FG2xSA18-CB-4-MG3,SL19-UCONN-S106,1,1,2,NA,9,1,0.21,1.07,0.19,11.61,0.022262517,0
SL19-UCONN-S107,209,2020,S107,GOM,107,6_9_2020,185,,SA18-CB-2-FG3,CB,SL18-CC-6-MG11,CC,SA18-CB-2-FG3xSL18-CC-6-MG11,SL19-UCONN-S107,2,1,2,NA,9,1,1.82,0.9,2.02,18.93,0.382083608,80
SL19-UCONN-S108,210,2020,S108,GOM,108,6_9_2020,185,,SL18-OI-2-FG4,OI,SL18-NC-11-MG1,NC,SL18-OI-2-FG4xSL18-NC-11-MG1,SL19-UCONN-S108,3,1,2,NA,10,0,0.06,0.94,NA,NA,NA,0
SL19-UCONN-S109,211,2020,S109,GOM,109,6_9_2020,185,,SL18-NC-5-FG2,NC,SL18-LD-1-MG3,LD,SL18-NC-5-FG2xSL18-LD-1-MG3,SL19-UCONN-S109,2,1,2,NA,10,1,0.25,1.03,0.24,10.21,0.024581347,130
SL19-UCONN-S11,212,2020,S11,GOM,11,6_9_2020,185,,SL18-NL-3-FG3,NL,SA18-CB-10-MG3,CB,SL18-NL-3-FG3xSA18-CB-10-MG3,SL19-UCONN-S11,1,1,1,NA,2,1,0.23,0.96,NA,NA,NA,0
SL19-UCONN-S110,213,2020,S110,GOM,110,6_9_2020,185,,SL18-CC-11-FG3,CC,SL18-NC-12-MG1,NC,SL18-CC-11-FG3xSL18-NC-12-MG1,SL19-UCONN-S110,3,1,2,NA,10,1,0.08,0.97,0.08,8.29,0.007017626,20
SL19-UCONN-S111,214,2020,S111,GOM,111,6_9_2020,185,,SL18-CC-1-FG2,CC,SL18-OI-16-MG1,OI,SL18-CC-1-FG2xSL18-OI-16-MG1,SL19-UCONN-S111,3,1,2,NA,10,3,3.33,1.03,3.23,14.82,0.478797213,130
SL19-UCONN-S112,215,2020,S112,GOM,112,6_9_2020,185,,SL18-NC-11-FG1,NC,SL18-NL-2-MG1,NL,SL18-NC-11-FG1xSL18-NL-2-MG1,SL19-UCONN-S112,1,1,2,NA,10,2,2.17,1.015,2.14,12.94,0.276564855,50
SL19-UCONN-S113,216,2020,S113,GOM,113,6_9_2020,185,,SL18-CC-5-FG2,CC,SA18-CB-10-MG1,CB,SL18-CC-5-FG2xSA18-CB-10-MG1,SL19-UCONN-S113,3,1,2,NA,10,3,15.94,1.058,15.06,13.21,1.989688812,110
SL19-UCONN-S114,217,2020,S114,GOM,114,6_9_2020,185,,SA18-CB-7-FG1,CB,SL18-CC-8-MG2,CC,SA18-CB-7-FG1xSL18-CC-8-MG2,SL19-UCONN-S114,3,1,2,NA,11,1,1.39,1.08,1.29,11.54,0.148995516,60
SL19-UCONN-S115,218,2020,S115,GOM,115,6_9_2020,185,,SL18-LD-13-FG2,LD,SL18-LD-13-MG2,LD,SL18-LD-13-FG2xSL18-LD-13-MG2,SL19-UCONN-S115,1,1,2,NA,11,2,0.33,0.988,0.33,11.71,0.03920757,150
SL19-UCONN-S116,219,2020,S116,GOM,116,6_9_2020,185,,SL18-NL-2-FG3,NL,SL18-NC-10-MG3,NC,SL18-NL-2-FG3xSL18-NC-10-MG3,SL19-UCONN-S116,1,1,2,NA,11,1,0.36,0.97,0.37,8.85,0.033030591,100
SL19-UCONN-S117,220,2020,S117,GOM,117,6_9_2020,185,,SL18-NL-6-FG2,NL,SA18-CB-1-MG12,CB,SL18-NL-6-FG2xSA18-CB-1-MG12,SL19-UCONN-S117,1,1,3,NA,1,1,0.71,0.88,0.81,11.37,0.091493268,60
SL19-UCONN-S118,221,2020,S118,GOM,118,6_9_2020,185,,SL18-OI-18-FG1,OI,SL18-NC-10-MG1,NC,SL18-OI-18-FG1xSL18-NC-10-MG1,SL19-UCONN-S118,1,1,3,NA,1,1,0.35,0.945,0.37,10.42,0.039026255,30
SL19-UCONN-S119,222,2020,S119,GOM,119,6_9_2020,185,,SL18-CC-5-FG3,CC,SL18-OI-14-MG1,OI,SL18-CC-5-FG3xSL18-OI-14-MG1,SL19-UCONN-S119,3,1,3,NA,1,3,13.58,0.98,13.86,10.79,1.495930496,90
SL19-UCONN-S12,223,2020,S12,GOM,12,6_9_2020,185,,SL18-CC-11-FG3,CC,SL18-CC-3-MG1,CC,SL18-CC-11-FG3xSL18-CC-3-MG1,SL19-UCONN-S12,3,1,1,NA,3,2,1.05,0.85,1.24,13.13,0.162226696,40
SL19-UCONN-S120,224,2020,S120,GOM,120,6_9_2020,185,,SL18-NC-1-FG3,NC,SL18-OI-4-MG2,OI,SL18-NC-1-FG3xSL18-OI-4-MG2,SL19-UCONN-S120,1,1,3,NA,1,0,0.06,1.05,NA,NA,NA,0
SL19-UCONN-S121,225,2020,S121,GOM,121,6_9_2020,185,,SL18-CC-11-FG3,CC,SA18-CB-3-MG3,CB,SL18-CC-11-FG3xSA18-CB-3-MG3,SL19-UCONN-S121,3,1,3,NA,1,3,17.06,0.98,17.41,10.98,1.912050785,740
SL19-UCONN-S122,226,2020,S122,GOM,122,6_9_2020,185,,SL18-JS-5-FG2,JS,SL18-NL-2-MG1,NL,SL18-JS-5-FG2xSL18-NL-2-MG1,SL19-UCONN-S122,1,1,3,NA,1,1,1.03,1.03,1,8.47,0.084550267,20
SL19-UCONN-S123,227,2020,S123,GOM,123,6_9_2020,185,,SL18-NL-3-FG3,NL,SL18-JS-16-MG2,JS,SL18-NL-3-FG3xSL18-JS-16-MG2,SL19-UCONN-S123,3,1,3,NA,2,0,0.04,1.06,NA,NA,NA,0
SL19-UCONN-S124,228,2020,S124,GOM,124,6_9_2020,185,,SL18-NL-2-FG1,NL,SA18-CB-7-MG1,CB,SL18-NL-2-FG1xSA18-CB-7-MG1,SL19-UCONN-S124,1,1,3,NA,2,0,0.01,0.88,NA,NA,NA,0
SL19-UCONN-S125,229,2020,S125,GOM,125,6_9_2020,185,,SL18-NL-2-FG2,NL,SA18-CB-3-MG1,CB,SL18-NL-2-FG2xSA18-CB-3-MG1,SL19-UCONN-S125,1,1,3,NA,2,1,0.14,1.03,0.13,12.1,0.016199741,80
SL19-UCONN-S126,230,2020,S126,GOM,126,6_9_2020,185,,SL18-JS-5-FG2,JS,SA18-CB-4-MG1,CB,SL18-JS-5-FG2xSA18-CB-4-MG1,SL19-UCONN-S126,1,1,3,NA,2,0,0.03,0.97,NA,NA,NA,50
SL19-UCONN-S127,231,2020,S127,GOM,127,6_9_2020,185,,SL18-CC-8-FG1,CC,SL18-JS-5-MG2,JS,SL18-CC-8-FG1xSL18-JS-5-MG2,SL19-UCONN-S127,1,1,3,NA,2,1,0.05,1,NA,NA,NA,10
SL19-UCONN-S128,232,2020,S128,GOM,128,6_9_2020,185,,SL18-JS-16-FG1,JS,SL18-CC-4-MG11,CC,SL18-JS-16-FG1xSL18-CC-4-MG11,SL19-UCONN-S128,1,1,3,NA,3,2,0.35,0.99,0.35,10.97,0.038860603,80
SL19-UCONN-S129,233,2020,S129,GOM,129,6_9_2020,185,,SL18-JS-9-FG2,JS,SL18-CC-7-MG2,CC,SL18-JS-9-FG2xSL18-CC-7-MG2,SL19-UCONN-S129,2,1,3,NA,3,1,0.07,0.98,0.07,5.36,0.003903061,60
SL19-UCONN-S13,234,2020,S13,GOM,13,6_9_2020,185,,SL18-CC-3-FG3,CC,SL18-JS-5-MG1,JS,SL18-CC-3-FG3xSL18-JS-5-MG1,SL19-UCONN-S13,3,1,1,NA,3,1,0.95,0.99,0.96,11.97,0.114992195,40
SL19-UCONN-S130,235,2020,S130,GOM,130,6_9_2020,185,,SL18-CC-11-FG3,CC,SL18-JS-16-MG1,JS,SL18-CC-11-FG3xSL18-JS-16-MG1,SL19-UCONN-S130,3,1,3,NA,3,3,5.41,1.046,5.17,11.73,0.606503052,110
SL19-UCONN-S131,236,2020,S131,GOM,131,6_9_2020,185,,SL18-NC-12-FG2,NC,SA18-CB-4-MG3,CB,SL18-NC-12-FG2xSA18-CB-4-MG3,SL19-UCONN-S131,3,1,3,NA,3,3,1.62,0.81,2,9.64,0.1931936,100
SL19-UCONN-S132,237,2020,S132,GOM,132,6_9_2020,185,,SL18-OD-5-FG1,OD,SL18-CC-8-MG2,CC,SL18-OD-5-FG1xSL18-CC-8-MG2,SL19-UCONN-S132,3,1,3,NA,3,2,0.58,1.045,0.55,10.65,0.058814816,130
SL19-UCONN-S133,238,2020,S133,GOM,133,6_9_2020,185,,SL18-CC-1-FG3,CC,SL18-OI-9-MG2,OI,SL18-CC-1-FG3xSL18-OI-9-MG2,SL19-UCONN-S133,1,1,3,NA,3,2,0.39,1.05,0.37,12.37,0.045545013,100
SL19-UCONN-S134,239,2020,S134,GOM,134,6_9_2020,185,,SL18-LD-2-FG4,LD,SL18-JS-5-MG3,JS,SL18-LD-2-FG4xSL18-JS-5-MG3,SL19-UCONN-S134,1,1,3,NA,4,1,0.36,0.99,0.36,10.95,0.039889491,80
SL19-UCONN-S135,240,2020,S135,GOM,135,6_9_2020,185,,SA18-CB-9-FG1,CB,SL18-JS-5-MG3,JS,SA18-CB-9-FG1xSL18-JS-5-MG3,SL19-UCONN-S135,1,1,3,NA,4,2,0.92,0.89,1.03,11.26,0.116125876,30
SL19-UCONN-S136,241,2020,S136,GOM,136,6_9_2020,185,,SL18-OD-10-FG1,OD,SL18-JS-5-MG3,JS,SL18-OD-10-FG1xSL18-JS-5-MG3,SL19-UCONN-S136,1,1,3,NA,4,1,0.17,1.003,0.17,11.35,0.019208406,130
SL19-UCONN-S137,242,2020,S137,GOM,137,6_9_2020,185,,SL18-CC-5-FG1,CC,SL18-JS-9-MG1,JS,SL18-CC-5-FG1xSL18-JS-9-MG1,SL19-UCONN-S137,1,1,3,NA,4,2,0.39,0.915,0.42,9.14,0.038572756,20
SL19-UCONN-S138,243,2020,S138,GOM,138,6_9_2020,185,,SL18-OI-15-FG1,OI,SA18-CB-2-MG3,CB,SL18-OI-15-FG1xSA18-CB-2-MG3,SL19-UCONN-S138,2,1,3,NA,4,2,0.77,0.94,0.82,8.7,0.071632259,80
SL19-UCONN-S139,244,2020,S139,GOM,139,6_9_2020,185,,SL18-CC-12-FG3,CC,SL18-OI-15-MG2,OI,SL18-CC-12-FG3xSL18-OI-15-MG2,SL19-UCONN-S139,3,1,3,NA,5,3,4.37,0.953,4.59,12.35,0.566752741,190
SL19-UCONN-S14,245,2020,S14,GOM,14,6_9_2020,185,,SL18-SF-17-FG2,SF,SL18-NC-1-MG1,NC,SL18-SF-17-FG2xSL18-NC-1-MG1,SL19-UCONN-S14,2,1,1,NA,3,2,1.51,1,1.51,12.39,0.187129708,90
SL19-UCONN-S140,246,2020,S140,GOM,140,6_9_2020,185,,SL18-JS-5-FG1,JS,SL18-LD-2-MG4,LD,SL18-JS-5-FG1xSL18-LD-2-MG4,SL19-UCONN-S140,1,1,3,NA,5,2,1.68,0.955,1.76,9.19,0.161994864,30
SL19-UCONN-S141,247,2020,S141,GOM,141,6_9_2020,185,,SL18-OD-5-FG3,OD,SA18-CB-1-MG12,CB,SL18-OD-5-FG3xSA18-CB-1-MG12,SL19-UCONN-S141,3,1,3,NA,5,3,1.05,1.03,1.02,10.96,0.111509655,110
SL19-UCONN-S142,248,2020,S142,GOM,142,6_9_2020,185,,SL18-NL-9-FG5,NL,SL18-NC-15-MG2,NC,SL18-NL-9-FG5xSL18-NC-15-MG2,SL19-UCONN-S142,3,1,3,NA,5,1,0.57,1.01,0.56,9.4,0.052976523,40
SL19-UCONN-S143,249,2020,S143,GOM,143,6_9_2020,185,,SL18-CC-5-FG3,CC,SL18-JS-5-MG2,JS,SL18-CC-5-FG3xSL18-JS-5-MG2,SL19-UCONN-S143,3,1,3,NA,5,3,3.8,1.05,3.62,4.37,0.157828887,190
SL19-UCONN-S144,250,2020,S144,GOM,144,6_9_2020,185,,SL18-SF-13-FG1,SF,SA18-CB-7-MG1,CB,SL18-SF-13-FG1xSA18-CB-7-MG1,SL19-UCONN-S144,2,1,3,NA,5,2,1.49,1.049,1.42,10.55,0.149539341,50
SL19-UCONN-S145,251,2020,S145,GOM,145,6_9_2020,185,,SL18-LL-9-FG6,LL,SA18-CB-10-MG3,CB,SL18-LL-9-FG6xSA18-CB-10-MG3,SL19-UCONN-S145,2,1,3,NA,6,2,0.22,0.93,0.24,10.14,0.02452874,240
SL19-UCONN-S146,252,2020,S146,GOM,146,6_9_2020,185,,SL18-OI-15-FG2,OI,SA18-CB-2-MG3,CB,SL18-OI-15-FG2xSA18-CB-2-MG3,SL19-UCONN-S146,3,1,3,NA,6,3,4.16,0.91,4.57,13.33,0.608846704,190
SL19-UCONN-S147,253,2020,S147,GOM,147,6_9_2020,185,,SA18-CB-2-FG3,CB,SL18-NC-9-MG1,NC,SA18-CB-2-FG3xSL18-NC-9-MG1,SL19-UCONN-S147,1,1,3,NA,6,3,2.81,0.983,2.86,14.75,0.421900032,120
SL19-UCONN-S148,254,2020,S148,GOM,148,6_9_2020,185,,SL18-NL-6-FG2,NL,SL18-NC-9-MG1,NC,SL18-NL-6-FG2xSL18-NC-9-MG1,SL19-UCONN-S148,1,1,3,NA,6,0,0.48,0.94,0.52,14.81,0.076281744,0
SL19-UCONN-S149,255,2020,S149,GOM,149,6_9_2020,185,,SL18-NL-2-FG3,NL,SA18-CB-4-MG1,CB,SL18-NL-2-FG3xSA18-CB-4-MG1,SL19-UCONN-S149,1,1,3,NA,6,2,0.34,0.99,0.34,11.3,0.038884822,60
SL19-UCONN-S15,256,2020,S15,GOM,15,6_9_2020,185,,SL18-NC-15-FG3,NC,SL18-NL-2-MG3,NL,SL18-NC-15-FG3xSL18-NL-2-MG3,SL19-UCONN-S15,1,1,1,NA,3,1,0.22,1.01,0.22,14.01,0.030427018,30
SL19-UCONN-S150,257,2020,S150,GOM,150,6_9_2020,185,,SL18-JS-19-FG2,JS,SL18-CC-6-MG2,CC,SL18-JS-19-FG2xSL18-CC-6-MG2,SL19-UCONN-S150,1,1,3,NA,6,1,0.97,1.04,0.93,14.61,0.135859339,130
SL19-UCONN-S151,258,2020,S151,GOM,151,6_9_2020,185,,SA18-CB-5-FG4,CB,SL18-CC-1-MG3,CC,SA18-CB-5-FG4xSL18-CC-1-MG3,SL19-UCONN-S151,1,1,3,NA,7,3,3.77,0.97,3.89,12.42,0.482847742,60
SL19-UCONN-S152,259,2020,S152,GOM,152,6_9_2020,185,,SL18-CC-3-FG1,CC,SL18-JS-6-MG3,JS,SL18-CC-3-FG1xSL18-JS-6-MG3,SL19-UCONN-S152,3,1,3,NA,7,3,6.41,1.035,6.19,12.52,0.775134127,180
SL19-UCONN-S153,260,2020,S153,GOM,153,6_9_2020,185,,SL18-JS-16-FG1,JS,SL18-LD-2-MG2,LD,SL18-JS-16-FG1xSL18-LD-2-MG2,SL19-UCONN-S153,2,1,3,NA,7,3,1.74,1.05,1.65,13.08,0.216354947,110
SL19-UCONN-S154,261,2020,S154,GOM,154,6_9_2020,185,,SL18-NC-10-FG1,NC,SL18-NC-5-MG1,NC,SL18-NC-10-FG1xSL18-NC-5-MG1,SL19-UCONN-S154,1,1,3,NA,7,2,0.19,0.98,0.2,9.56,0.018680038,80
SL19-UCONN-S155,262,2020,S155,GOM,155,6_9_2020,185,,SL18-NC-10-FG3,NC,SL18-LD-2-MG1,LD,SL18-NC-10-FG3xSL18-LD-2-MG1,SL19-UCONN-S155,1,1,3,NA,7,1,0.57,0.87,0.65,6.95,0.045437846,70
SL19-UCONN-S156,263,2020,S156,GOM,156,6_9_2020,185,,SL18-OI-17-FG4,OI,SL18-JS-6-MG2,JS,SL18-OI-17-FG4xSL18-JS-6-MG2,SL19-UCONN-S156,3,1,3,NA,7,3,8.79,0.855,10.28,11.12,1.143510679,160
SL19-UCONN-S157,264,2020,S157,GOM,157,6_9_2020,185,,SL18-CC-1-FG2,CC,SL18-OI-16-MG3,OI,SL18-CC-1-FG2xSL18-OI-16-MG3,SL19-UCONN-S157,3,1,3,NA,8,2,0.58,0.89,0.65,12.11,0.078623966,60
SL19-UCONN-S158,265,2020,S158,GOM,158,6_9_2020,185,,SA18-CB-2-FG3,CB,SL18-OI-2-MG2,OI,SA18-CB-2-FG3xSL18-OI-2-MG2,SL19-UCONN-S158,3,1,3,NA,8,3,2.86,1.01,2.83,13.12,0.371376484,150
SL19-UCONN-S159,266,2020,S159,GOM,159,6_9_2020,185,,SL18-CC-5-FG3,CC,SL18-JS-19-MG2,JS,SL18-CC-5-FG3xSL18-JS-19-MG2,SL19-UCONN-S159,2,1,3,NA,8,2,1.6,1.05,1.52,11.62,0.176738612,40
SL19-UCONN-S16,267,2020,S16,GOM,16,6_9_2020,185,,SL18-LD-13-FG3,LD,SL18-OD-10-MG2,OD,SL18-LD-13-FG3xSL18-OD-10-MG2,SL19-UCONN-S16,1,1,1,NA,3,0,0.5,0.9,NA,NA,NA,10
SL19-UCONN-S160,268,2020,S160,GOM,160,6_9_2020,185,,SL18-CC-3-FG2,CC,SA18-CB-10-MG3,CB,SL18-CC-3-FG2xSA18-CB-10-MG3,SL19-UCONN-S160,3,1,3,NA,8,3,14.61,0.95,15.38,13.58,2.089694461,250
SL19-UCONN-S161,269,2020,S161,GOM,161,6_9_2020,185,,SL18-NC-8-FG2,NC,SA18-CB-5-MG3,CB,SL18-NC-8-FG2xSA18-CB-5-MG3,SL19-UCONN-S161,1,1,3,NA,8,0,0.05,0.95,0.06,14.67,0.008259538,0
SL19-UCONN-S162,270,2020,S162,GOM,162,6_9_2020,185,,SL18-CC-1-FG1,CC,SL18-OI-16-MG3,OI,SL18-CC-1-FG1xSL18-OI-16-MG3,SL19-UCONN-S162,3,1,3,NA,9,3,0.98,0.94,1.05,14.15,0.14812139,20
SL19-UCONN-S163,271,2020,S163,GOM,163,6_9_2020,185,,SL18-JS-16-FG3,JS,SL18-OD-6-MG2,OD,SL18-JS-16-FG3xSL18-OD-6-MG2,SL19-UCONN-S163,3,1,3,NA,9,2,1.14,1.05,1.08,14.99,0.162267733,100
SL19-UCONN-S164,272,2020,S164,GOM,164,6_9_2020,185,,SL18-NC-5-FG2,NC,SL18-NL-6-MG3,NL,SL18-NC-5-FG2xSL18-NL-6-MG3,SL19-UCONN-S164,2,1,3,NA,9,0,0.02,1.02,NA,NA,NA,0
SL19-UCONN-S165,273,2020,S165,GOM,165,6_9_2020,185,,SL18-LD-5-FG4,LD,SL18-JS-16-MG1,JS,SL18-LD-5-FG4xSL18-JS-16-MG1,SL19-UCONN-S165,2,1,3,NA,9,0,0.01,0.86,NA,NA,NA,0
SL19-UCONN-S166,274,2020,S166,GOM,166,6_9_2020,185,,SL18-NL-2-FG1,NL,SA18-CB-7-MG1,CB,SL18-NL-2-FG1xSA18-CB-7-MG1,SL19-UCONN-S166,1,1,3,NA,9,0,0,0.97,NA,NA,NA,0
SL19-UCONN-S167,275,2020,S167,GOM,167,6_9_2020,185,,SL18-NC-9-FG3,NC,SL18-NL-10-MG2,NL,SL18-NC-9-FG3xSL18-NL-10-MG2,SL19-UCONN-S167,1,1,3,NA,10,1,0.08,1,0.08,11.05,0.008841556,110
SL19-UCONN-S168,276,2020,S168,GOM,168,6_9_2020,185,,SL18-JS-19-FG3,JS,SA18-CB-3-MG1,CB,SL18-JS-19-FG3xSA18-CB-3-MG1,SL19-UCONN-S168,1,1,3,NA,10,0,0.08,0.99,0.08,12.06,0.009827227,0
SL19-UCONN-S169,277,2020,S169,GOM,169,6_9_2020,185,,SL18-OI-4-FG2,OI,SL18-NC-15-MG1,NC,SL18-OI-4-FG2xSL18-NC-15-MG1,SL19-UCONN-S169,3,1,3,NA,10,3,8.5,0.98,8.67,11.69,1.014038283,300
SL19-UCONN-S17,278,2020,S17,GOM,17,6_9_2020,185,,SL18-CC-1-FG3,CC,SL18-OI-5-MG3,OI,SL18-CC-1-FG3xSL18-OI-5-MG3,SL19-UCONN-S17,2,1,1,NA,4,1,0.84,0.84,1,8.38,0.083890356,50
SL19-UCONN-S170,279,2020,S170,GOM,170,6_9_2020,185,,SL18-NC-12-FG2,NC,SL18-OI-16-MG1,OI,SL18-NC-12-FG2xSL18-OI-16-MG1,SL19-UCONN-S170,3,1,3,NA,10,2,2.62,1.01,2.59,10.01,0.259678296,90
SL19-UCONN-S171,280,2020,S171,GOM,171,6_9_2020,185,,SL18-NL-3-FG3,NL,SL18-JS-16-MG2,JS,SL18-NL-3-FG3xSL18-JS-16-MG2,SL19-UCONN-S171,2,1,3,NA,10,1,0.05,0.98,0.05,12.31,0.006458379,20
SL19-UCONN-S172,281,2020,S172,GOM,172,6_9_2020,185,,SL18-CC-8-FG2,CC,SL18-JS-5-MG3,JS,SL18-CC-8-FG2xSL18-JS-5-MG3,SL19-UCONN-S172,2,1,3,NA,10,3,11.96,1.01,11.84,12.4,1.468216837,210
SL19-UCONN-S173,282,2020,S173,GOM,173,6_9_2020,185,,SL18-CC-6-FG3,CC,SL18-NC-15-MG4,NC,SL18-CC-6-FG3xSL18-NC-15-MG4,SL19-UCONN-S173,3,1,3,NA,11,1,0.72,1.04,0.69,12.2,0.084164375,20
SL19-UCONN-S174,283,2020,S174,GOM,174,6_9_2020,185,,SL18-OI-4-FG2,OI,SL18-JS-19-MG2,JS,SL18-OI-4-FG2xSL18-JS-19-MG2,SL19-UCONN-S174,2,1,3,NA,11,2,1.9,0.89,2.13,11.69,0.249342417,110
SL19-UCONN-S175,284,2020,S175,GOM,175,6_9_2020,185,,SL18-OI-18-FG1,OI,SL18-OI-17-MG3,OI,SL18-OI-18-FG1xSL18-OI-17-MG3,SL19-UCONN-S175,3,1,4,NA,1,1,0.36,0.879,0.41,9.1,0.037111505,20
SL19-UCONN-S176,285,2020,S176,GOM,176,6_9_2020,185,,SL18-OI-6-FG2,OI,SA18-CB-4-MG2,CB,SL18-OI-6-FG2xSA18-CB-4-MG2,SL19-UCONN-S176,3,1,4,NA,1,3,15.08,0.96,15.71,13.68,2.148595766,190
SL19-UCONN-S177,286,2020,S177,GOM,177,6_9_2020,185,,SL18-NC-11-FG1,NC,SL18-LL-9-MG4,LL,SL18-NC-11-FG1xSL18-LL-9-MG4,SL19-UCONN-S177,1,1,4,NA,1,0,0.27,1.005,0.27,19.4,0.052063568,50
SL19-UCONN-S178,287,2020,S178,GOM,178,6_9_2020,185,,SL18-NC-11-FG1,NC,SA18-CB-10-MG1,CB,SL18-NC-11-FG1xSA18-CB-10-MG1,SL19-UCONN-S178,1,1,4,NA,1,1,0.55,1.01,0.54,12.03,0.06540226,20
SL19-UCONN-S179,288,2020,S179,GOM,179,6_9_2020,185,,SL18-CC-3-FG1,CC,SL18-JS-5-MG2,JS,SL18-CC-3-FG1xSL18-JS-5-MG2,SL19-UCONN-S179,3,1,4,NA,1,3,8.88,0.96,9.25,11.11,1.028074377,120
SL19-UCONN-S18,289,2020,S18,GOM,18,6_9_2020,185,,SL18-NC-9-FG3,NC,SL18-OI-17-MG3,OI,SL18-NC-9-FG3xSL18-OI-17-MG3,SL19-UCONN-S18,1,1,1,NA,4,0,0.14,0.92,0.15,9.63,0.014200063,60
SL19-UCONN-S180,290,2020,S180,GOM,180,6_9_2020,185,,SL18-CC-3-FG2,CC,SL18-OD-6-MG1,OD,SL18-CC-3-FG2xSL18-OD-6-MG1,SL19-UCONN-S180,3,1,4,NA,2,3,6.63,0.97,6.84,12.64,0.864280209,190
SL19-UCONN-S181,291,2020,S181,GOM,181,6_9_2020,185,,SL18-LD-2-FG2,LD,SL18-SF-19-MG1,SF,SL18-LD-2-FG2xSL18-SF-19-MG1,SL19-UCONN-S181,1,1,4,NA,2,2,0.56,0.925,0.6,9.88,0.059279684,0
SL19-UCONN-S182,292,2020,S182,GOM,182,6_9_2020,185,,SL18-LD-13-FG2,LD,SA18-CB-7-MG1,CB,SL18-LD-13-FG2xSA18-CB-7-MG1,SL19-UCONN-S182,1,1,4,NA,2,2,1.79,0.871,2.05,14.86,0.305279087,50
SL19-UCONN-S183,293,2020,S183,GOM,183,6_9_2020,185,,SL18-NL-6-FG1,NL,SA18-CB-7-MG2,CB,SL18-NL-6-FG1xSA18-CB-7-MG2,SL19-UCONN-S183,1,1,4,NA,2,1,0.13,0.95,0.14,12.01,0.016875955,10
SL19-UCONN-S184,294,2020,S184,GOM,184,6_9_2020,185,,SL18-JS-9-FG2,JS,SL18-LD-2-MG1,LD,SL18-JS-9-FG2xSL18-LD-2-MG1,SL19-UCONN-S184,1,1,4,NA,2,0,0.03,0.925,NA,NA,NA,0
